speaker_name,speaker_role,speaker_party,intervention_language,original_language,date,year,debate_title,text,translated_text,topic_name,stance,mentioned_topics,summary
Viviane Reding,EU Commissioner,,en,en,08/10/2009,2009,Freedom of information in Italy (debate) Video of the speechesPV,"Mr President, freedom of expression and freedom of information represent a foundation of a free, democratic and pluralistic society. That is my firm belief as a former journalist and it is also the firm belief of the European Union. That is why all the EU institutions – Parliament, the Council and the Commission – have signed up to the EU Charter of Fundamental Rights, Article 11 of which states that: ‘Everyone has the right to freedom of expression. This right shall include freedom to hold opinions and to receive and impart information and ideas without interference by public authority and regardless of frontiers. The freedom and pluralism of the media shall be respected.’ I would like to recall that the EU Charter also states, in Article 51(1), where and when those fundamental rights apply. I quote again: ‘The provisions of this charter are addressed to the institutions, bodies, offices and agencies of the Union with due regard for the principle of subsidiarity and to the Member States’, but ‘only when they are implementing Union law’. Within the EU’s sphere of competence, which we have to respect, the European Commission has always stood up for freedom of the media, freedom of expression, freedom of information and freedom of the press, whether within the EU or in our external relations with third countries. I recall, in particular, the important role played by the EU’s ‘Television without Frontiers’ Directive which, since 1989, has made sure that citizens in all EU Member States are free to receive, without restrictions, broadcasts from other EU countries; an EU directive which has substantially contributed to the free flow of information across borders and to a more pluralistic media landscape in all Member States. In this context, I would like to thank the European Parliament for having helped the Commission to get a modernised version of this directive which extends the freedom of information across borders, beyond broadcasting, to other audiovisual services and, particularly, those transmitted by Internet. This directive needs to be implemented by all EU Member States by the end of the year and will make important contributions to a pluralistic landscape when it also comes to the online environment. Let me also recall three other very important elements of this directive. Firstly, the promotion of independent TV productions. There is a rule in the directive that broadcasters need to reserve at least 10% of their transmission time or 10% of their programming budget to European works created by producers who are independent from the broadcasters. Secondly, the directive foresees in its modernised version the right of journalists and news organisations to access short extracts across the EU for the purpose of short reporting. Thirdly, and this is of utmost importance, there is a reference in the new directive to the need to have independent media authorities at national level. This is a reference which was proposed by the Commission and which could only be adopted in the end thanks to strong support by the European Parliament. Thus, for the broadcasting sector, the modernised Television Without Frontiers Directive can be seen as a charter for freedom of cross-border information in the EU. Now let me recall another important aspect in the EU’s field of competence where this institution can act and has acted for the benefit of media pluralism. I mean radio spectrum policy. You all know that there cannot be broadcasting without access to radio spectrum, and it is the EU policy to ensure that all players on the market get non-discriminatory access to radio spectrum. National authorities are thus not entitled to freeze, by means of spectrum allocation, the competitive situation on the media market for the benefit of the operators already active on that market. The European Court of Justice, by the way, has confirmed this important principle, which directly results from the freedom to provide services, in its Centro Europa judgment. The Commission welcomed that ruling as a contribution to fair competition and as an important foundation for strengthening media pluralism. On that basis, the Commission has repeatedly acted against Member States where the system of spectrum management has appeared to be in contradiction with this principle. By way of example, I would like to recall the 2006 infringement proceedings on radio spectrum allocation in Italy, which my colleague Neelie Kroes and I opened. Under the pressure of this procedure, the Italian authorities are now changing their approach. The result of this will be a substantial market opening and a win for media pluralism. Spectrum policy is therefore a clear example of an area where the EU can act within its field of competences in order to enhance competition for the resources on which broadcasters depend, and thereby strengthen media pluralism. Concerning the written press, the competences of the EU are substantially more limited. The written press is one of those prime examples of national, or even regional, competences and its situation very often reflects the varying cultural traditions in our different Member States. There is thus no EU legislation specifically on the written press, nor can there be legislation under the treaties as they stand. Nevertheless, in the EU institutions and, in particular, the European Commission, we have always flanked the development of the written press across the EU. I recall that in my capacity as EU Media Commissioner, I had numerous meetings with editors-in-chief from all around Europe to discuss the current issues relating to media freedom and media pluralism. In June 2009, this led to the European Charter on Freedom of the Press, drafted by journalists across Europe. I fully endorsed that charter when the final outcome of this work was handed over to me. The Charter on the Freedom of the Press initiated by the European journalist community is an important reaffirmation of the basic values enshrined in fundamental legal texts such as the EU Charter of Fundamental Rights. It is also a reminder for all policymakers in their field of competence that, in order to have effective freedom of the press, public authorities do indeed have a role to play: they must be ready to protect freedom of expression and foster its development. The charter is therefore an important step towards reinforcing these basic values and rights, allowing journalists to invoke them against governments or against political public authorities whenever they feel that the freedom of their work is unjustifiably threatened. The honourable Members will see that strong political commitment is being shown by the EU’s institutions, and particularly by the Commission, to fundamental rights and freedom of information, of expression and of the media. We are using our competences to uphold those rights and freedoms in our work, on the basis of the Treaties, and will continue to do so. However, let me also touch on another important aspect, namely the fact that fundamental rights apply to EU policies does not make the EU competent for all matters relating to fundamental rights in one Member State or another. Let us not forget that the Member States have constitutions, many of them with long traditions, and that in all Member States, there are courts, appeal courts and constitutional courts which ensure that fundamental rights are respected and enforced whenever national authorities act. We had an example of this as recently as yesterday in Italy. This is the result of the fact that we have a division of labour, because Europe is not a superstate, but is comprised of 27 sovereign Member States and will continue to operate like this under the new Lisbon Treaty too. I would therefore call on you not to make use of the EU institutions to solve problems which should, under our Treaties, be solved at national level. We should not claim a role that we do not have, and we will not have it under the Lisbon Treaty either. Let us concentrate here on applying effectively the rules, principles, rights and freedoms in areas where the EU is competent. This can lead to very important progress, and I have mentioned several concrete examples of this in my speech. Let me add another example of where we could act. Paul Rübig, a Member of this House, recently proposed in a budgetary amendment a new EU programme called Erasmus for Journalists. Such a programme would, in difficult times for the written press, allow journalists to work for a limited time with editorial staff in other Member States. It would also allow journalists to discover the political, economic and social situation in other Member States and to write about it. It would allow journalists to compare the situation across Europe and to present that to the readers, including the situation with regard to freedom of the press. That is why I encourage the European Parliament to look very favourably on these proposals, which certainly have the support of the EU Media Commissioner.",,freedom of expression,supportive,"media pluralism, freedom of information, fundamental rights","The speaker emphasizes the EU's commitment to freedom of expression, information, and media pluralism, highlighting relevant directives and policies while clarifying the division of competences between the EU and Member States."
Francisco José Millán Mon ,MEP,PPE,en,es,17/09/2009,2009,Energy security (Nabucco and Desertec) (debate) Video of the speechesPV," Mr President, given the EU’s dependence on external energy supplies, securing its supply is an issue which must always form part of the EU’s external policy. In addition, all predictions agree that energy demand in the world will increase significantly over the next 25 years. Here in Europe, we have to reduce our high dependence on Russian gas, particularly following the crises in recent years. There is also a clear strategy in Russia to secure its dominance in Europe over the gas sector. That is why we have projects such as Nord Stream, Blue Stream II and also South Stream. We therefore need to diversify in terms of suppliers and routes. That is the reason for the interest in Nabucco, which will give access to Azerbaijani and Iraqi gas, and also to gas from Turkmenistan, thus reinforcing our energy relations with Central Asia, which is an increasingly important region. I am therefore delighted about the agreement reached last July, as reported by the Commissioner, and also the explicit support given to Nabucco by President Barroso in the political guidelines that he recently presented. I know that there are doubts about the viability of Nabucco, but I also had doubts about the Baku-Tblisi-Ceyhan oil pipeline, which is now a reality. I must stress that the countries around the southern rim of the Mediterranean also have an important role to play in the supply of gas to Europe. The main country in this respect is Algeria, which is an important supplier of gas to my country and to Italy. We must ensure that the work on the Medgaz pipeline is quickly completed. I also want to highlight countries such as Egypt and Libya in terms of gas supplies. To sum up, energy issues must be a priority in the Euro-Mediterranean relationship, to the benefit of both sides. Ladies and gentlemen, the Treaty of Lisbon includes energy as a shared responsibility and lays down that one of the EU’s energy policy objectives will be to guarantee the security of energy supplies. This really encourages us to move forward with developing an increasingly essential common foreign policy on energy, as stressed by the motion for a resolution to be adopted today. I will end by saying that this is a difficult objective, as proven by our failure in Europe, in the European Union, to achieve a true internal market in energy, because we do not even have the necessary interconnections. That is why I am delighted about the commitments made in this respect in the document mentioned by President Barroso.",,EU energy security,supportive,"diversification of energy suppliers, Euro-Mediterranean energy relations, internal energy market","The speaker argues that securing the EU's energy supply is a crucial aspect of external policy, advocating for diversification of suppliers and routes, particularly through projects like Nabucco, and highlighting the importance of Euro-Mediterranean energy relations and the completion of the internal energy market."
David Casa ,MEP,PPE,en,en,15/09/2009,2009,Explanations of voteVideo of the speechesPV,"In January 2009, a storm took place in south-west France causing severe damage and enabling France to apply for funds from the European Union Solidarity Fund. I voted in favour of the mobilisation of these funds.",,EU Solidarity Fund,supportive,"EU Solidarity Fund, natural disasters",The speaker voted in favor of mobilizing EU Solidarity Funds following a storm in south-west France in 2009.
Liisa Jaakonsaari ,MEP,S&D,en,fi,21/10/2009,2009,Preparation of the European Council (29 and 30 October 2009) (debate) Video of the speechesPV," Mr President, I agree with Mr Marinescu that the forthcoming Council should find a solution to two issues. One is completing the ratification of the Treaty of Lisbon, and the other is new cures for the economic and financial crisis. We are presently living through the deepest crisis in Europe’s economic history. This crisis will mean a thorough shake-up of people’s opportunities, income, pensions and jobs, and we must be aware of that. The European Union began its recovery very well. We should thank the Commission for that. The Commission and the European Central Bank even acted so quickly that the United States of America followed Europe’s example. Then things rather oddly began to slow down and people started to say that the crisis was over. The crisis, however, in fact lies ahead, because a four-bladed guillotine hangs over the European Union, in the shape of growing unemployment, indebted national economies, an ageing population, and the huge structural change which will take place in the forestry industry, the car industry, and so on. Actually, the only good thing about this economic crisis is that policy is required to resolve the problems. As for the new financial architecture, the Commission is being quite unambitious about this. Hopefully, the financial crisis work group that Parliament has set up will be a new source of guidance. The objective must be the regulation of the financial markets. Over-regulation, however, must not be allowed to prevent growth and employment.",,economic and financial crisis,critical,"Treaty of Lisbon ratification, European Union recovery, financial market regulation","The speaker acknowledges the EU's initial strong response to the economic crisis but warns of future challenges due to unemployment, indebted economies, an aging population, and structural changes, while calling for financial market regulation without stifling growth."
Martin Ehrenhauser ,MEP,NI,en,de,12/11/2009,2009,The European Ombudsman’s activities (2008) (debate) Video of the speechesPV," Mr President, young students have asked me to report on current events and goings on in Austria and also in parts of Germany here in the plenary session of the European Parliament. Ombudsman, my apologies, as I am going to comply with that request at this point. A social movement known as Die Uni brennt, or University Ablaze, has taken shape in Austria over a number of weeks. It is a movement the like of which has not been seen in Austria and other parts of Europe for decades. Thousands of students are demonstrating, they are taking to the streets and occupying lecture theatres. They are demanding academic rather than vocational education, they are calling for a democratisation of the universities and, above all, they are demanding free access to education. One of their main points of criticism is the Bologna Process. For example, there is a banner at the University of Vienna reading ‘Make Bologna the process!’, which is very fitting, I think. Traditional politicians have been vaunting the Bologna Process as the crucial step towards a European Higher Education Area for years and have told us that that would make us all much more competitive. Ultimately, the result is a highly inflexible schematic approach, partly-privatised universities, that would make it possible to plan educational output. Scholasticism, however, is anything but a plannable process. It is the way in which enlightened people communicate with one another and articulate themselves. Scholarly curiosity and scholarly creativity likewise cannot be planned: this movement has proved that once again. For that reason, we should, in fact, support it – it is democracy in action.",,University education,supportive,"Bologna Process, Democratisation of universities, Free access to education","The speaker reports on the 'University Ablaze' movement in Austria, which is demanding academic education, university democratization, and free access, criticizing the Bologna Process as overly rigid and partly privatized, and suggests this movement is democracy in action that should be supported."
Timothy Kirkhope ,MEP,ECR,en,en,25/11/2009,2009,Explanations of voteVideo of the speechesPV,"Whilst the ECR Group supports much of what is contained in the Stockholm Programme, such as cooperation and solidarity over issues of policing, fighting cross-border crime and corruption, protecting fundamental rights, and finding solutions for immigration by seeking to assist those countries in southern Europe that face serious immigration problems, we do not support proposals for a European Security Strategy, or measures which would hand over control of our criminal justice system and asylum policy to the EU, or calls for ‘compulsory and irrevocable solidarity’. We believe in cooperation rather than compulsion; and therefore we voted against this report.",,Stockholm Programme,critical,"European Security Strategy, asylum policy, immigration","The ECR Group supports cooperation and solidarity in areas like policing and fighting crime within the Stockholm Programme but criticizes proposals for a European Security Strategy, EU control over justice and asylum, and compulsory solidarity, advocating instead for voluntary cooperation."
Derek Vaughan ,MEP,S&D,en,en,15/12/2009,2009,Explanations of voteVideo of the speechesPV,"This is a great initiative that will make it easier for people who have lost, or risk losing, their jobs to get credit to start up their own businesses. The European Progress Microfinance Facility will make available up to EUR 25,000 to people who want loans to start or grow very small firms, and who have been unable to obtain credit through conventional markets. I am pleased that the European Parliament was able to ensure this money did not come from the ‘Progress’ programme, which is designed to help vulnerable people, but was created using money from the 2010 budget for the first year. The EUR 100 million fund, available from early 2010, is exactly the kind of help that small businesses need at this time of financial crisis when banks are still unwilling to release credit. This will help businesses across Wales, and I am disappointed that colleagues from UKIP were unable to support this progressive initiative.",,European Progress Microfinance Facility,supportive,"financial crisis, small businesses, access to credit","The speaker supports the European Progress Microfinance Facility, which provides up to EUR 25,000 in loans for individuals unable to secure credit through conventional markets to start or grow small businesses, especially during the financial crisis."
Juan Fernando López Aguilar ,MEP,S&D,en,es,25/11/2009,2009,Preparation of the European Council to be held on 10 and 11 December 2009 (debate) Video of the speechesPV," Mr President, I took the floor yesterday in plenary to highlight the importance of the Stockholm Programme, which is on the agenda for the European Council on 10 December. I did so in order to draw attention to its content and, in particular, to call for the broadest possible parliamentary support to move forward the report drawn up by three committees working together. I refer to the Committee on Legal Affairs, the Committee on Civil Liberties, Justice and Home Affairs, and the Committee on Constitutional Affairs. Yesterday, therefore, I focused on the importance of creating a Europe for the citizens, as well as a market. I think now is the right time to emphasise the significance of this matter from a constitutional point of view, on the agenda for the European Council to be held on 10 and 11 December. After all, Parliament will be strengthened pursuant to the Treaty of Lisbon. Parliament will be strengthened notably in the area of freedom, security and justice and through the development of the action plan to be adopted during the Spanish Presidency. This is because, pursuant to Article 17 of the Treaty on European Union and Article 295 of the Treaty on the Functioning of the European Union, such cooperation is required. These articles call on us to engage in interinstitutional cooperation and require us to reach an agreement on interinstitutional cooperation in order to jointly develop a strategy for implementation of the Treaty of Lisbon. Furthermore, we are required to do so whilst complying with the principles of the greatest possible transparency, subsidiarity and cooperation with national parliaments. The latter will therefore be involved in the development of the Lisbon Agenda. This means we will have to work much harder. Life is not going to be easier for us. On the contrary, it is going to become more complicated. We will also be forced to undertake an evaluation process to learn from the experience. The main aim of the exercise will be to ensure we comply with the European model and with fundamental rights. The European Parliament will also have to be more involved regarding data protection. I have in mind the follow up to the SWIFT Agreement referred to earlier today and which is so important in the context of our bilateral relationship with the United States. Most significantly, however, the European Parliament is going to be involved in the assessment and follow up of the performance of the agencies within Europe’s institutional structure. I refer to Europol, the European Asylum Support Office, Eurojust and Frontex. For all these reasons, I would like the agenda for the European Council to reflect the importance of strengthening the commitment to act and work in cooperation with the European Parliament, notably in relation to the preparation and follow up of the action plan to be adopted during the coming six months of the Spanish Presidency.",,Stockholm Programme,supportive,"Treaty of Lisbon, data protection, European agencies","The speaker emphasizes the importance of the Stockholm Programme and calls for broad parliamentary support to advance its report, highlighting its constitutional significance and Parliament's strengthened role under the Treaty of Lisbon, particularly in freedom, security, justice, and data protection."
Liam Aylward ,MEP,ALDE,en,ga,25/11/2009,2009,Explanations of voteVideo of the speechesPV," I voted for this regulation regarding the fuel efficiency labelling of tyres. Energy efficiency is vitally important as regards environmental sustainability and as regards conserving finite resources. Clear, informative labelling will help European consumers make better choices from now on. Not only will these choices be based on cost, but they will also be based on fuel efficiency. Another advantage of this type of labelling is that the labelling of wet-grip tyres will increase road safety.",,tyre fuel efficiency labelling,supportive,"environmental sustainability, resource conservation, road safety","The speaker voted in favor of new tyre fuel efficiency labelling regulations, highlighting benefits for consumers, the environment, resource conservation, and road safety."
Jill Evans ,MEP,Greens/EFA,en,en,25/11/2009,2009,Explanations of voteVideo of the speechesPV,"In the resolution adopted by the EP, a specific chapter stresses the great importance of regions and local authorities in the consultation, information and implementation of the climate policy. Up to 80% of mitigation and adaptation policies will happen at the regional and local level. Several regional or sub-State governments are leading the way on radical policies to fight climate change. As Members of the European Free Alliance representing European nations and regions, we fully support the direct involvement of sub-State bodies and regional governments in the promotion of sustainable development and the efficient response to climate change. In this context, the work of the Network of Regional Governments for Sustainable Development (nrg4SD) has to be underlined. This Network has already set up a partnership with the United Nations Development Programme and the United Nations Environment Programme. We therefore call for the explicit recognition of regional governments in the context of the Copenhagen agreement, recognising the key role they are playing in mitigation and adaptation policies.",,climate policy,supportive,"sustainable development, regional governments","The speaker supports the direct involvement of sub-state bodies and regional governments in climate policy, sustainable development, and climate change mitigation and adaptation, calling for their explicit recognition in the Copenhagen agreement."
Cecilia Malmström,EU Council President,,en,sv,21/10/2009,2009,Preparation of the TEC meeting and the EU/USA Summit (2 and 3 November 2009) - Transatlantic judicial and police cooperation (debate) Video of the speechesPV," Mr President, honourable Members, as you know, our relations with the US and the transatlantic cooperation between the US and the EU are extremely important. It is a cornerstone of EU foreign policy, founded on the values of freedom, democracy and respect for human rights and international law, which is something that unites us. The new administration in the United States has shown great interest in deepening and extending links with us in Europe. We will have the first Transatlantic Economic Council with President Obama’s administration on 26-27 October. Shortly after that, on 3 November, there will be a summit between the EU and the US. These are two important opportunities to strengthen our relations. Today’s debate is therefore very important. I would like to highlight a number of areas on which we are cooperating and in connection with which we hope to be able to achieve results and closer relations during the summit. On the issue of the climate, we welcome the higher ambitions on the US’s part. We must work together with the American administration to achieve a comprehensive, globally binding agreement in Copenhagen. We call on the US to set targets that are comparable to those set by the EU. The United States and the EU must be prepared, together, to support climate measures such as emissions reduction, adaptation, financing and other support for developing countries. Another important issue is, of course, the financial and economic crisis. Very close cooperation will be needed in order to follow up the agreements that we reached at the G20 summit and to restore confidence in the financial markets. Together, we will work to conclude the Doha round with a positive result in 2010, because this is extremely important in the efforts to promote recovery and combat protectionism. We will, of course, also discuss a number of regional issues, for example, Afghanistan, Pakistan, Iran, the Middle East, Russia and the Western Balkans. We have regular and ever closer cooperation in connection with crisis management, which found expression, for example, in the US’s participation in a civil CSDP task, the Eulex mission in Kosovo. We are also cooperating on energy issues, which is something that needs to be strengthened now, and we hope to be able to establish a special energy council between the EU and the US at ministerial level. There is interest on both sides in deepening cooperation on domestic and legal matters. I will come back to this in a moment, as I understand that the debates have been combined. With regard to non-proliferation and disarmament, cooperation between the EU and the American administration has gained new momentum, and Barack Obama is giving priority to this issue. We hope that this can be reflected in a new joint declaration on non-proliferation and disarmament in connection with the summit in November. Both sides of the Atlantic are interested in strengthening our cooperation with regard to development. The EU and the US are, of course, responsible for the vast majority of all the world’s development aid. The forthcoming summit is therefore an excellent opportunity to discuss this and any other relevant issues at the highest level. The Swedish Presidency is very pleased to have the opportunity to represent the EU. I would like to say a few words about the economic partnership and the Transatlantic Economic Council, the TEC. This will provide us with a mechanism at the highest possible level to speed up current negotiations and establish new areas for regulatory cooperation. We need to draw up a work programme for the TEC that can be established next year. That will give us a forum for cooperation, where we can deal with issues relating to globalisation and rapid technical changes. Up to now, it has been an important forum but it could, of course, be better, not least when it comes to the broader strategic issues relating to the transatlantic economy and common economic challenges. The Transatlantic Economic Council is even more important today in light of the financial crisis. Allow me now to say a few words about legal and police cooperation. For a while now, we have had cooperation with the United States in this area, which is reflected in a number of agreements on extradition and mutual legal assistance which will enter into force in a few months. We often discuss this with the European Parliament, which I know is an active and committed partner on these matters – often a critical partner, too, which is a good thing. In this regard, I only need remind you of the debate on passenger name records, for example. Once the Treaty of Lisbon enters into force, the European Parliament’s influence on, and involvement in, these matters will increase. We are currently working on what is referred to as the Washington Statement, which will describe the situation with regard to legal and domestic policy issues and the cooperation in this area between the EU and the US. This statement must be meaningful and it must be followed by concrete measures. What we need is not more elegant words, but rather cooperation that is tangible and active. Naturally, we need to establish our common values, namely democracy and the rule of law, along with respect for human rights and fundamental freedoms. We are, of course, interested in cooperating in all areas that constitute a threat to these common values. We are seeking early consultation between the two parties when political incidents occur that may affect the other party. We are emphasising our common ambitions to be active in international forums to achieve full implementation of multilateral obligations. We are cooperating with regard to increasing the security of travel documents and the introduction of biometric passports as an international standard. An important example is the agreement on airline passenger data. Together, we will ensure that the agreement works, but at the same time, the privacy of individuals must be protected and the systems of the different countries must be respected. The list of areas of cooperation is a long one. Let me name just a few: people trafficking, the sexual exploitation of children, the drugs trade, economic crime, IT crime, corruption, the confiscation of aids to, and the profits from, crime and the fight against terrorism. This all requires joint and, to a certain degree, coordinated efforts. We have been working to improve legal cooperation with regard to detecting, investigating and prosecuting cross-border criminals and terrorists. We look forward to the agreement between the EU and the US on extradition and mutual legal assistance entering into force at the beginning of next year. The agreement has now been transposed in all 27 EU Member States and a joint working group has been set up between the EU and the US to ensure that the agreement is implemented. Seminars are being planned to bring the players involved closer together and to help them monitor the implementation. Finally, I would like to mention three more points. The first concerns the protection of human rights and fundamental freedoms. This is extremely important. The fight against cross-border crime and terrorism often requires the exchange of personal data which, to some degree, forces us to make certain concessions with regard to fundamental freedoms and rights. This must be counterbalanced by the fundamental and rigorous protection of personal data. The cooperation and dialogue in this area is continuing and should be stepped up. My second point relates to critical infrastructure. We need to cooperate with one another in connection with the damage that could be done to critical infrastructure in the event of a natural disaster or a terrorist attack or attacks on our information systems. That could have devastating consequences. There is huge scope for cooperation in this area. Thirdly, the EU and the US have undertaken to work on the basis of the principles of freedom, democracy and justice. We are determined to promote these principles throughout the world. We do this whenever we work together and when we work in international forums such as the United Nations. The cooperation between liaison officers and delegations has proved fruitful, for example, in the Western Balkans and in Afghanistan and Pakistan. This cooperation must be improved. The various measures within this cooperation can complement each other. We also need to coordinate our technical assistance better. We will continue our donor cooperation, the cooperation on aid and the operational cooperation in respect of Latin America and West Africa to help in the fight against the drugs trade and to be able to meet other challenges. I am very pleased that the American administration is showing such a strong interest in cooperating with us. It is in our interests to take up this offer of working to safeguard our values and our interests in a constructive dialogue, a cooperation which will hopefully lead to some tangible results in the future.",,EU-US relations,supportive,"climate change cooperation, economic cooperation, legal cooperation","The speech highlights the importance of EU-US relations, emphasizing cooperation on climate change, economic issues, legal matters, security, and development aid, with upcoming summits aimed at strengthening these ties."
György Schöpflin ,MEP,PPE,en,en,21/10/2009,2009,The institutional aspects of the creation of a European external action service - Creation of a European external action service: State of the negotiations with Member States (debate) PV,"Mr President, I too would like to add my voice to those who support the Brok report and also to express my fascination for the paranoia that has come from that side of the House. The External Action Service is, without any doubt, a potentially major element in the promotion of coherence in the EU’s relations with the rest of the world. These relations are often wide-ranging, complex and have a significant impact on the world outside Europe. It is vital, therefore, that these activities are thoroughly coordinated in order to ensure that EU policies have the impact that they were designed to have. Indeed, once the External Action Service is up and running, it will affect the EU’s stance, for example, on the common foreign and security policy, as has already been noted, the promotion of the democracy agenda, human rights, channelling of aid, and dealing with the multi-faceted issues of development. The question of coherence is central in this context. If different parts of the European Union place different emphases on policy issues, the impact will be muted and will very likely have unintended consequences. Consistency is pivotal in this connection. The External Action Service will, in the light of this, have a considerable responsibility in working together with all the other institutions of the European Union that have an external dimension. Clearly, the effectiveness of the Service will necessarily structure the work of the High Representative but, in the medium term, its work will resonate throughout all the institutions of the European Union. It is a two-way process. When seen from this perspective, it is essential that the Service should be accountable, obviously to the High Representative but also, more broadly, to Parliament itself. The Service will, at the end of the day, represent the European Union in all its aspects, hence the emphasis on accountability, transparency and coherence.",,External Action Service,supportive,"EU foreign policy, human rights, development aid","The speaker supports the External Action Service, emphasizing its potential to promote coherence in the EU's external relations, foreign policy, human rights, aid, and development, and stressing the need for accountability and transparency."
Peter Jahr ,MEP,PPE,en,de,24/11/2009,2009,Explanations of voteVideo of the speechesPV," I welcome the fact that the regulation concerning statistics on plant protection products will complete the legislative package of European plant protection policy, which can then enter into force. In order to minimise the risks to people and the environment involved in the use of plant protection products, we need harmonised risk indicators based on comparable and reliable data from all the Member States. That is exactly what will now be possible. However, the collection of this data must not lead to more bureaucracy and thus to greater burdens for our farmers and administrations. Where possible, the existing data should be used and there should be no new data collection. It will be our responsibility to ensure, when monitoring the implementation of the regulation, that bureaucratic expenditure is kept to an absolute minimum. On another note, I would have preferred the term ‘plant protection products’, as originally used in the regulation, to have been retained. In German, the term ‘pesticides’ has completely negative connotations and generally refers to the improper use of plant protection products. Unfortunately, the regulation will now contribute to this misinterpretation.",,plant protection policy,supportive,"statistics on plant protection products, harmonised risk indicators, pesticides","The speaker supports the regulation on statistics for plant protection products, emphasizing the need for harmonized data to minimize risks, while cautioning against increased bureaucracy for farmers and lamenting a change in terminology that could lead to misinterpretation."
Teresa Riera Madurell ,MEP,S&D,en,es,24/11/2009,2009,Explanations of voteVideo of the speechesPV," I voted in favour of a report that is the culmination of all the work done around the ‘telecommunications package’, two directives and a regulation that represent a fundamental step forward in the development of the information society and the protection of users’ rights. This new legislation also provides clear rules and the necessary legal certainty to encourage new investment, which, in turn, will make it possible to offer new services and develop new economic activities. These provisions will therefore have a major economic impact. The text that was finally adopted also guarantees greater respect for the fundamental rights and freedoms of consumers to access the Web, by providing legal certainty in Amendment 138. The compromise reached refers to the European Convention on Human Rights and Fundamental Freedoms, while Amendment 138 opted for the Charter of Fundamental Rights of the European Union. The latter option has a clear disadvantage: the United Kingdom, Poland and now the Czech Republic have introduced a derogation protocol that prevents the Court of Justice of the European Union and the respective national courts from acting in the event of a breach, while all the Member States are signatories to the Convention and there is no interference with national legal structures.",,telecommunications package,supportive,"information society, users' rights, consumers' rights, fundamental rights","The speaker voted in favour of a new telecommunications package that modernizes legislation, encourages investment, and enhances user and consumer rights."
Bruno Gollnisch ,MEP,NI,en,fr,16/09/2009,2009,Explanations of voteVideo of the speechesPV," Like my friends representing the national movements in Europe, I am one of the 219 MEPs who voted against Mr Barroso. He is a likeable and cultured man, but most of all he is the symbol of the failure of the European Union. He has failed to save our economies and our jobs from unfair global competition; to help European countries come out of the crisis; to reform the financial system to curb unbridled speculation; to guarantee democracy; to ensure food self-sufficiency; and to curb the accelerated de-industrialisation of our countries. In a word, he has failed to demonstrate that the Europe of Brussels is more than a machine for grinding down, impoverishing and enslaving nations and peoples. On closer observation, the election of Mr Barroso is also a symbol: that of the way in which this Europe works. What sort of uproar would there be if, instead of the President of the Commission, who is going to influence the lives of 500 million Europeans through his policies, it was a Head of State who, despite being the sole candidate, was elected by little more than half of the votes?",,Barroso Commission failure,critical,"EU economic policy, global competition, EU financial system reform, European democracy, food self-sufficiency, European de-industrialisation","The speaker argues that Mr. Barroso symbolizes the failure of the European Union due to its inability to save economies, jobs, reform finance, guarantee democracy, ensure food self-sufficiency, and curb de-industrialisation."
Pat the Cope Gallagher ,MEP,ALDE,en,en,25/11/2009,2009,Explanations of voteVideo of the speechesPV,I welcome the decision of the European Parliament to approve aid for the Dell workers under the European Globalisation Adjustment Fund. The redundancies at Dell have seriously affected the local Limerick economy and surrounding areas. We must put in place appropriate re-training measures to ensure that the people who lost their jobs at Dell can secure employment in the near future. The approval of the Irish application for aid under the European Globalisation Adjustment Fund will contribute to the re-training and up-skilling of the workers in question.,,Dell worker aid,supportive,"European Globalisation Adjustment Fund, job retraining, Limerick economy",The speaker welcomes the EU Parliament's approval of aid for Dell workers under the European Globalisation Adjustment Fund to support retraining and secure future employment.
Bastiaan Belder ,MEP,ID,en,nl,21/10/2009,2009,The institutional aspects of the creation of a European external action service - Creation of a European external action service: State of the negotiations with Member States (debate) PV," Mr President, now that the Irish referendum is behind us, the European Parliament is again venturing to show what it stands for, and is doing so with great drive and enthusiasm. This report paints a Utopian panorama of an external service that is to implement the Common Foreign and Security Policy (CFSP), which is not yet functional. One striking feature of this report is its heroic attempt to urge the Commission to throw its full institutional weight into the balance. What is the reason for this position? I think that many of my fellow Members wish to use the external service as a Trojan horse to gain control of the CFSP via the Commission. It is a disgrace that the European Parliament and the other institutions still have no idea of exactly how this service is supposed to work. The gradual process discussed in paragraph 4 is a risky institutional venture, pure and simple, and will surely end in institutional tears, if you will excuse the pun.",,EU external service,critical,Common Foreign and Security Policy (CFSP),"The speaker is critical of the proposed EU external service, viewing it as an attempt to control the CFSP through the Commission and a risky institutional venture due to a lack of clarity on its operational details."
